id:INTEGER,publisher,genres,coop,name,timestamp:INTEGER,system,releaseDate,players,reviewRating,esrbRating,developer
1849,Sony Computer Entertainment,Racing,No,Gran Turismo HD,1166918400,Sony Playstation 3,12/24/06,1,0 / 10,Everyone,Polyphony Digital
1850,null,null,No,Gran Turismo HD Concept,1166918400,Sony Playstation 3,12/24/06,null,0 / 10,Everyone,null
1851,null,null,No,Grand Slam Tennis 2,1329177600,Sony Playstation 3,2/14/12,null,10-Jul,null,null
1852,Rockstar Games,"Action, Adventure",No,Grand Theft Auto IV,1209427200,Sony Playstation 3,4/29/08,1,10-Jun,Mature,Rockstar North
1853,null,null,No,Grand Theft Auto IV The Complete Edition,1288051200,Sony Playstation 3,10/26/10,null,10-May,null,null
1854,Take 2/Rockstar Games,"Life Simulation, Role-Playing, Sandbox",No,Grand Theft Auto V,1379376000,Sony Playstation 3,9/17/13,1,10-Aug,Mature,Rockstar North
1855,Rockstar,Action,Yes,Grand Theft Auto V Special Edition,1379376000,Sony Playstation 3,9/17/13,1,0 / 10,Mature,Rockstar
1856,null,null,No,Grand Theft Auto Episodes from Liberty City,1271116800,Sony Playstation 3,4/13/10,null,0 / 10,null,null
1857,null,null,No,Grease Dance,1319500800,Sony Playstation 3,10/25/11,null,0 / 10,Teen,null
1858,null,null,No,Green Day Rock Band,1275955200,Sony Playstation 3,6/8/10,null,0 / 10,Teen,null
1859,Warner Bros. Interactive Entertainment,"Action, Adventure",No,Green Lantern Rise Of The Manhunters,1307404800,Sony Playstation 3,6/7/11,1,0 / 10,Teen,Double Helix Games
1860,null,null,No,Greg Hastings Paintball 2,1308009600,Sony Playstation 3,6/14/11,null,0 / 10,Everyone 10+,null
1861,null,null,No,Grid 2,1369699200,Sony Playstation 3,5/28/13,null,0 / 10,null,null
1862,Codemasters,Racing,No,GRID Autosport,1403568000,Sony Playstation 3,6/24/14,1,0 / 10,null,Codemasters
1863,null,null,No,GripShift,1167868800,Sony Playstation 3,1/4/07,null,0 / 10,Everyone,null
1864,null,null,No,Groovin Blocks,1268870400,Sony Playstation 3,3/18/10,null,0 / 10,Everyone,null
1865,null,null,No,GTI Club Rally Cote DAzur,1231977600,Sony Playstation 3,1/15/09,null,0 / 10,Everyone,null
1866,Drinkbox Studios,"Action, Platform",Yes,Guacamelee,1365465600,Sony Playstation 3,4/9/13,2,0 / 10,Teen,Drinkbox Studios
1867,null,null,No,Guardians of MiddleEarth,1354579200,Sony Playstation 3,12/4/12,null,0 / 10,null,null
1868,null,null,No,Guitar Hero 5,1251763200,Sony Playstation 3,9/1/09,null,10-Aug,Teen,null
1869,RedOctane,Music,No,Guitar Hero III Legends of Rock,1193529600,Sony Playstation 3,10/28/07,null,10-Jul,Teen,Neversoft Entertainment
1870,null,null,No,Guitar Hero Aerosmith,1214697600,Sony Playstation 3,6/29/08,null,0 / 10,null,null
1871,Activision,"Life Simulation, Music",No,Guitar Hero Metallica,1238284800,Sony Playstation 3,3/29/09,null,0 / 10,Teen,Neversoft Entertainment
1872,null,null,No,Guitar Hero Smash Hits,1245110400,Sony Playstation 3,6/16/09,null,0 / 10,Teen,null
1873,Activision,Music,Yes,Guitar Hero Van Halen,1261440000,Sony Playstation 3,12/22/09,1,0 / 10,Teen,Underground Development
1874,Activision,"Life Simulation, Music",No,Guitar Hero Warriors of Rock,1285632000,Sony Playstation 3,9/28/10,null,0 / 10,Teen,Neversoft Entertainment
1875,Activision,null,No,Guitar Hero World Tour,1224979200,Sony Playstation 3,10/26/08,null,10-Aug,Teen,null
1876,null,null,No,Gundam Breaker,1375228800,Sony Playstation 3,7/31/13,null,0 / 10,null,null
1877,null,null,No,Hail to the Chimp,1214784000,Sony Playstation 3,6/30/08,null,0 / 10,Teen,null
1878,null,null,No,Hakuoki Junsouroku,1276732800,Sony Playstation 3,6/17/10,null,0 / 10,null,null
1879,Aksys Games,"Life Simulation, Strategy",No,Hakuoki Stories of the Shinsengumi,1399507200,Sony Playstation 3,5/8/14,1,10-Aug,Mature,Idea Factory
1880,null,null,No,Hamiltons Great Adventure,1314057600,Sony Playstation 3,8/23/11,null,0 / 10,Everyone,null
1881,null,null,No,Hamsterball,1269475200,Sony Playstation 3,3/25/10,null,0 / 10,Everyone,null
1882,null,null,No,Hannah Montana The Movie,1239062400,Sony Playstation 3,4/7/09,null,0 / 10,Everyone,n-Space
1883,Warner Bros.,null,No,Happy Feet Two,1320710400,Sony Playstation 3,11/8/11,null,0 / 10,Everyone,KMM Games
1884,Konami,Platform,Yes,Hard Corps Uprising,1300147200,Sony Playstation 3,3/15/11,1,0 / 10,null,Arc System Works
1885,null,null,No,Harry Potter and the Deathly Hallows Part 1,1289865600,Sony Playstation 3,11/16/10,null,10-Mar,Teen,null
1886,null,null,No,Harry Potter and the Deathly Hallows Part 2,1310428800,Sony Playstation 3,7/12/11,null,0 / 10,Everyone 10+,null
1887,Electronic Arts,"Action, Adventure",No,Harry Potter and the HalfBlood Prince,1246320000,Sony Playstation 3,6/30/09,1,10-Jun,Everyone 10+,EA Bright Light
1888,Electronic Arts,"Action, Adventure",No,Harry Potter and the Order of the Phoenix,1182729600,Sony Playstation 3,6/25/07,1,10-Aug,Everyone 10+,EA Bright Light
1889,null,null,No,Hasbro Family Game Night,1256774400,Sony Playstation 3,10/29/09,null,0 / 10,Everyone,null
1890,null,null,No,Hasbro Family Game Night 3,1288051200,Sony Playstation 3,10/26/10,null,0 / 10,Everyone,null
1891,null,null,No,Hasbro Family Game Night 4 The Game Show,1320105600,Sony Playstation 3,11/1/11,null,0 / 10,Everyone,null
1892,null,null,No,Hatsune Miku Project DIVA F,1362614400,Sony Playstation 3,3/7/13,null,0 / 10,null,null
1893,Ubisoft,Shooter,No,Haze,1211241600,Sony Playstation 3,5/20/08,null,0 / 10,Mature,Free Radical Design
1894,Sony Computer Entertainment Europe,"Action, Adventure, Fighting",No,Heavenly Sword,1189555200,Sony Playstation 3,9/12/07,null,10-May,Teen,Ninja Theory
1895,Mastiff,Action,No,Heavy Fire Afghanistan,1321315200,Sony Playstation 3,11/15/11,null,0 / 10,Teen,null
1896,Sony Computer Entertainment,Adventure,No,Heavy Rain,1266883200,Sony Playstation 3,2/23/10,1,10-Jul,Mature,Quantic Dream
1897,null,null,No,Heavy Rain Directors Cut,1320710400,Sony Playstation 3,11/8/11,null,10-Jul,Mature,null
1898,SEGA,Platform,No,Hell Yeah Wrath of the Dead Rabbit,1348531200,Sony Playstation 3,9/25/12,1,0 / 10,Teen,Arkedo Studio
1899,Konami,Action,No,Hellboy The Science of Evil,1214265600,Sony Playstation 3,6/24/08,null,0 / 10,Teen,Krome Studios
1900,null,null,No,Heroes Over Europe,1252972800,Sony Playstation 3,9/15/09,null,0 / 10,Teen,null
1901,null,null,No,High Velocity Bowling,1196899200,Sony Playstation 3,12/6/07,null,0 / 10,Everyone 10+,null
1902,null,null,No,Hiiro no Kakera Aizouban Akane Iro no Tsuioku,1306368000,Sony Playstation 3,5/26/11,null,0 / 10,null,null
1903,Activision,"Action, Shooter",No,History Channel Battle for the Pacific,1203379200,Sony Playstation 3,2/19/08,1,10-Mar,Teen,Activision
1904,Maximum Games,null,No,History Legends of War Patton,1353369600,Sony Playstation 3,11/20/12,null,0 / 10,Teen,Enigma Software Productions S.L.
1905,Square Enix,"Action, Adventure, Stealth",No,Hitman HD Trilogy,1359417600,Sony Playstation 3,1/29/13,1,0 / 10,null,Activision
1906,"Square Enix, Eidos Interactive",Action,No,Hitman Absolution,1353369600,Sony Playstation 3,11/20/12,null,10-May,Mature,null
1907,Square Enix,"Shooter, Stealth",No,Hitman Absolution Professional Edition,1353369600,Sony Playstation 3,11/20/12,1,0 / 10,Mature,IO Interactive
1908,Sony,Platform,No,Hohokum,1407801600,Sony Playstation 3,8/12/14,null,0 / 10,null,Honeyslug
1909,THQ,Shooter,No,Homefront,1300147200,Sony Playstation 3,3/15/11,null,10-May,Mature,Kaos
1910,Sony,Sports,Yes,Hot Shots Golf Out of Bounds,1205798400,Sony Playstation 3,3/18/08,4,10-Jul,Everyone,SCE Santa Monica
1911,Warner Bros. Interactive,Racing,No,Hot Wheels Worlds Best Drive,1379376000,Sony Playstation 3,9/17/13,null,0 / 10,Everyone,Firebrand Games
1912,Dennaton Games,"Action, Shooter",No,Hotline Miami,1372118400,Sony Playstation 3,6/25/13,1,0 / 10,Mature,Devolver Digital
1913,Sega,"Action, Shooter",No,House of the Dead Overkill Extended Cut,1319500800,Sony Playstation 3,10/25/11,null,0 / 10,Mature,Headstrong Games
1914,null,null,No,How to Train Your Dragon,1269302400,Sony Playstation 3,3/23/10,null,0 / 10,Everyone 10+,null
1915,Bethesda,"Action, Adventure",Yes,Hunted The Demons Forge,1306800000,Sony Playstation 3,5/31/11,2,10-May,Mature,InXile
1916,null,null,No,Hydrophobia Prophecy,1320105600,Sony Playstation 3,11/1/11,null,0 / 10,Teen,null
1917,null,null,No,Hyperballoid HD,1271894400,Sony Playstation 3,4/22/10,null,0 / 10,Everyone,null
1918,NIS America,Role-Playing,No,Hyperdimension Neptunia,1266192000,Sony Playstation 3,2/15/10,1,10-Jun,Teen,Compile Heart
1919,null,null,No,Hyperdimension Neptunia mk2,1330387200,Sony Playstation 3,2/28/12,null,0 / 10,null,null
1920,null,null,No,Hyperdimension Neptunia Victory,1363824000,Sony Playstation 3,3/21/13,null,0 / 10,Teen,null
1921,NIS America,Role-Playing,No,Hyperdimension Neptunia Victory Limited Edition,1363824000,Sony Playstation 3,3/21/13,1,0 / 10,null,IDEA FACTORY/ COMPILE HEART
1922,null,Action,No,I Am Alive,1325289600,Sony Playstation 3,12/31/11,1,0 / 10,null,Ubisoft Shanghai
1923,Sparpweed,"Platform, Puzzle",Yes,Ibb and Obb,1375747200,Sony Playstation 3,8/6/13,2,0 / 10,Everyone,Sparpweed
1924,Activision,null,No,Ice Age Dawn of the Dinosaurs,1246320000,Sony Playstation 3,6/30/09,null,0 / 10,Everyone 10+,null
1925,505 Games,"Action, Flight Simulator",No,IL2 Sturmovik Birds of Prey,1252368000,Sony Playstation 3,9/8/09,1,10-Aug,Teen,Gaijin Entertainment
1926,null,null,No,ImabikisÅç,1193270400,Sony Playstation 3,10/25/07,null,0 / 10,null,null
1927,Sony Computer Entertainment,"Action, Sandbox",No,Infamous,1243296000,Sony Playstation 3,5/26/09,1,10-Jun,null,Sucker Punch Productions
1928,Sony Computer Entertainment,Action,No,Infamous 2,1307404800,Sony Playstation 3,6/7/11,null,10-Jul,Teen,Sucker Punch
1929,null,null,No,InFamous Collection,1346112000,Sony Playstation 3,8/28/12,null,0 / 10,null,null
1930,null,null,No,InFamous Festival of Blood,1319500800,Sony Playstation 3,10/25/11,null,0 / 10,Teen,null
1931,Warner Bros. Interactive Entertainment,null,No,Injustice Gods Among Us,1366070400,Sony Playstation 3,4/16/13,null,10-Jul,Mature,Netherrealm Studios
1932,WB Games,Fighting,No,Injustice Gods Among Us Ultimate Edition,1384214400,Sony Playstation 3,11/12/13,2,0 / 10,Teen,NetherRealm
1933,TikGames,Puzzle,No,Interpol The Trail of Dr Chaos,1253145600,Sony Playstation 3,9/17/09,1,0 / 10,Everyone,TikGames
1934,null,null,No,Inversion,1338854400,Sony Playstation 3,6/5/12,null,0 / 10,Mature,null
1935,null,null,No,Invincible Tiger The Legend of Han Tao,1251331200,Sony Playstation 3,8/27/09,null,0 / 10,Teen,null
1936,null,null,No,Iron Man,1209686400,Sony Playstation 3,5/2/08,null,0 / 10,Teen,null
1937,null,null,No,Iron Man 2,1272931200,Sony Playstation 3,5/4/10,null,0 / 10,Teen,null
1938,null,null,No,Iron Sky Invasion,1355270400,Sony Playstation 3,12/12/12,null,0 / 10,null,null
1939,SCEA,"Action, Adventure",No,Jak and Daxter Collection,1328572800,Sony Playstation 3,2/7/12,1,0 / 10,Teen,Naughty Dog
1940,null,null,No,James Bond 007 Blood Stone,1288656000,Sony Playstation 3,11/2/10,null,0 / 10,null,null
1941,null,null,No,James Bond 007 Quantum of Solace Collectors Edition,1225756800,Sony Playstation 3,11/4/08,null,0 / 10,null,null
1942,Ubisoft,Action,No,James Camerons Avatar The Game,1259625600,Sony Playstation 3,12/1/09,1,0 / 10,Teen,Ubisoft
1943,null,null,No,Janes Advanced Strike Fighters,1321315200,Sony Playstation 3,11/15/11,null,0 / 10,Teen,null
1944,Sony,Strategy,No,Jeopardy,1350345600,Sony Playstation 3,10/16/12,3,0 / 10,null,Sony Online Entertainment
1945,Sega,"Action, Sports",No,Jet Set Radio,1347926400,Sony Playstation 3,9/18/12,1,0 / 10,Teen,Blit Software
1946,null,null,No,Jikkyou Powerful Pro Yakyuu 2010,1279152000,Sony Playstation 3,7/15/10,null,10-May,null,null
1947,null,null,No,Jikkyou Powerful Pro Yakyuu 2011,1310601600,Sony Playstation 3,7/14/11,null,10-May,null,null
1948,null,null,No,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,1324512000,Sony Playstation 3,12/22/11,null,0 / 10,null,null
1949,null,null,No,Jikkyou Powerful Pro Yakyuu 2012,1342656000,Sony Playstation 3,7/19/12,null,10-Oct,null,null
1950,null,null,No,Jikkyou Powerful Pro Yakyuu 2012 Ketteiban,1355356800,Sony Playstation 3,12/13/12,null,0 / 10,null,null
1951,null,null,No,Jimmie Johnsons Anything with an Engine,1320105600,Sony Playstation 3,11/1/11,null,0 / 10,Everyone 10+,null
1952,null,null,No,Joe Danger,1275955200,Sony Playstation 3,6/8/10,null,0 / 10,Everyone,null
1953,O-Games,Sports,No,John Dalys Prostroke Golf,1286236800,Sony Playstation 3,10/5/10,1,0 / 10,Everyone,Gusto Games
1954,Midway,Action,No,John Woo Presents Stranglehold,1191888000,Sony Playstation 3,10/9/07,1,0 / 10,Mature,Tiger Hill Entertainment
1955,Bandai,Fighting,No,JoJos Bizarre Adventure All Star Battle,1377734400,Sony Playstation 3,8/29/13,2,10-Jul,null,CyberConnect2
1956,null,null,No,JoJos Bizarre Adventure HD Ver,1345507200,Sony Playstation 3,8/21/12,null,0 / 10,null,null
1957,null,null,No,Journey,1331596800,Sony Playstation 3,3/13/12,null,10-Jul,null,null
1958,Sony Computer Entertainment,Adventure,No,Journey Collectors Edition,1346112000,Sony Playstation 3,8/28/12,1,0 / 10,Everyone,Thatgamecompany
1959,null,null,No,Juiced 2 Hot Import Nights,1193011200,Sony Playstation 3,10/22/07,null,0 / 10,null,null
1960,Telltale Games,Adventure,No,Jurassic Park The Game,1321315200,Sony Playstation 3,11/15/11,1,0 / 10,Teen,Telltale Games
1961,null,null,No,Jurassic The Hunted,1257206400,Sony Playstation 3,11/3/09,null,0 / 10,Teen,null
1962,Square Enix,null,No,Just Cause 2,1269302400,Sony Playstation 3,3/23/10,null,10-Sep,Mature,null
1963,null,null,No,Just Dance 3,1323129600,Sony Playstation 3,12/6/11,null,0 / 10,Everyone 10+,null
1964,UBI Soft,Music,No,Just Dance 4,1349740800,Sony Playstation 3,10/9/12,null,0 / 10,Everyone 10+,"Ubisoft Paris, Ubisoft Reflections"
1965,null,null,No,Just Dance Kids 2,1319500800,Sony Playstation 3,10/25/11,null,0 / 10,Everyone,null
1966,"Square Enix, Eidos Interactive",Action,No,Kane Lynch 2 Dog Days,1282003200,Sony Playstation 3,8/17/10,null,0 / 10,Mature,Io Interactive
1967,Eidos Interactive,Shooter,No,Kane Lynch Dead Men,1194912000,Sony Playstation 3,11/13/07,null,0 / 10,Mature,Io Interactive
1968,null,null,No,Karaoke Revolution,1259020800,Sony Playstation 3,11/24/09,null,0 / 10,Teen,null
1969,null,null,No,Karaoke Revolution Presents American Idol Encore,1205798400,Sony Playstation 3,3/18/08,null,0 / 10,Everyone,null
1970,null,null,No,Karaoke Revolution Presents American Idol Encore 2,1226966400,Sony Playstation 3,11/18/08,null,0 / 10,Everyone 10+,null
1971,Bandai Namco Games,Action,Yes,Katamari Forever,1253577600,Sony Playstation 3,9/22/09,2,10-Jun,null,Bandai Namco GamesBandai Namco Games
1972,null,null,No,Ken to Mahou to Gakuen Mono 3,1286409600,Sony Playstation 3,10/7/10,null,0 / 10,null,null
1973,null,null,No,KickAss,1272499200,Sony Playstation 3,4/29/10,null,0 / 10,Mature,null
1974,null,null,No,Killer is Dead,1377561600,Sony Playstation 3,8/27/13,null,0 / 10,null,null
1975,Sony,"Action, Shooter",No,Killzone 2,1235692800,Sony Playstation 3,2/27/09,null,10-Apr,Mature,Guerrilla Games
1976,Sony Computer Entertainment,Shooter,No,Killzone 3,1298332800,Sony Playstation 3,2/22/11,null,0 / 10,Mature,Guerrilla Games
1977,null,null,No,Killzone HD,1350950400,Sony Playstation 3,10/23/12,null,0 / 10,Mature,null
1978,null,null,No,Killzone Trilogy,1350950400,Sony Playstation 3,10/23/12,null,0 / 10,null,null
1979,Square Enix,"Action, Role-Playing",No,Kingdom Hearts HD 15 ReMIX,1388448000,Sony Playstation 3,12/31/13,1,10-Aug,Everyone 10+,Square Enix
1980,Square Enix,"Action, Adventure, Fighting, Role-Playing",No,Kingdom Hearts HD 25 ReMIX,1417478400,Sony Playstation 3,12/2/14,1,0 / 10,Everyone 10+,Square Enix
1981,Electronic Arts,Shooter,No,Kingdoms of Amalur Reckoning,1328572800,Sony Playstation 3,2/7/12,1,0 / 10,Mature,Big Huge Games
1982,Namco Bandai Games,"Action, Adventure",No,Knights Contract,1298332800,Sony Playstation 3,2/22/11,1,0 / 10,Mature,Game Republic
1983,null,Platform,No,Knytt Underground,1355788800,Sony Playstation 3,12/18/12,1,0 / 10,null,null
1984,null,null,No,Kung Fu Panda 2,1306195200,Sony Playstation 3,5/24/11,null,0 / 10,Everyone 10+,null
1985,null,null,No,Kung Fu Rider,1283817600,Sony Playstation 3,9/7/10,null,0 / 10,Everyone 10+,null
1986,null,null,No,KungFu Live,1291680000,Sony Playstation 3,12/7/10,null,0 / 10,Teen,null
1987,Rockstar Games,"Action, Adventure",No,LA Noire,1305590400,Sony Playstation 3,5/17/11,1,10-Aug,Mature,Team Bondi/Rockstar Leeds
1988,null,null,No,LA Noire The Complete Edition,1321574400,Sony Playstation 3,11/18/11,null,0 / 10,null,null
1989,Sony Computer Entertainment,Action,No,Lair,1188432000,Sony Playstation 3,8/30/07,null,0 / 10,Teen,Factor 5
1990,null,null,No,Lara Croft and the Guardian of Light,1285632000,Sony Playstation 3,9/28/10,null,0 / 10,Teen,null
1991,NIS,Action,No,Last Rebellion,1266883200,Sony Playstation 3,2/23/10,null,10-Jan,Teen,Hit Maker Co. (2)
1992,null,null,No,Le Tour de France,1309478400,Sony Playstation 3,7/1/11,null,0 / 10,null,null
1993,null,null,No,Lead and Gold Gangs of the Wild West,1272931200,Sony Playstation 3,5/4/10,null,0 / 10,Mature,null
1994,null,null,No,Legasista,1345507200,Sony Playstation 3,8/21/12,null,0 / 10,Teen,null
1995,null,null,No,Legend of the Guardians The Owls of GaHoole,1284422400,Sony Playstation 3,9/14/10,null,0 / 10,Everyone 10+,null
1996,null,null,No,Legendary,1225411200,Sony Playstation 3,10/31/08,null,0 / 10,Mature,null
1997,null,null,No,Legends Warriors of Troy,1300147200,Sony Playstation 3,3/15/11,null,0 / 10,Mature,null
1998,WB Games,"Action, Adventure",Yes,LEGO Batman 2 DC Super Heroes,1340064000,Sony Playstation 3,6/19/12,2,0 / 10,Everyone 10+,Traveller's Tales Ltd.
1999,null,null,No,Lego Batman The Videogame,1222128000,Sony Playstation 3,9/23/08,null,0 / 10,Everyone 10+,Traveller's Tales
2000,null,null,No,LEGO Harry Potter Years 14,1277769600,Sony Playstation 3,6/29/10,null,0 / 10,null,null
2001,Warner Bros. Interactive Entertainment,"Action, Adventure",No,LEGO Harry Potter Years 57,1320969600,Sony Playstation 3,11/11/11,null,0 / 10,Everyone 10+,Traveller's Tales
2002,LucasArts,"Action, Adventure",Yes,LEGO Indiana Jones 2 The Adventure Continues,1258416000,Sony Playstation 3,11/17/09,2,0 / 10,Everyone 10+,Traveller's Tales
2003,LucasArts,Action,No,Lego Indiana Jones The Original Adventures,1212451200,Sony Playstation 3,6/3/08,null,0 / 10,null,Traveller's Tales
2004,Warner Bros. Interactive,Action,Yes,LEGO Marvel Super Heroes,1382400000,Sony Playstation 3,10/22/13,2,0 / 10,Everyone 10+,Traveller's Tales
2005,Disney Interactive,null,No,LEGO Pirates of the Caribbean The Video Game,1304985600,Sony Playstation 3,5/10/11,null,0 / 10,Everyone 10+,Traveller Tales
2006,null,null,No,Lego Rock Band,1257206400,Sony Playstation 3,11/3/09,null,0 / 10,Everyone 10+,null
2007,LucasArts,null,No,LEGO Star Wars III The Clone Wars,1300752000,Sony Playstation 3,3/22/11,2,0 / 10,Everyone,Traveller's Tales
2008,LucasArts,Action,No,LEGO Star Wars The Complete Saga,1194307200,Sony Playstation 3,11/6/07,null,0 / 10,Everyone 10+,Traveller's Tales
2009,"Warner,wb","Action, Adventure",Yes,LEGO The Hobbit,1396915200,Sony Playstation 3,4/8/14,2,0 / 10,null,Traveller's Tales
2010,"Warner,wb","Action, Adventure",No,LEGO The lego movie videogame,1392336000,Sony Playstation 3,2/14/14,null,0 / 10,Early Childhood,TT games
2011,WB Games,"Action, Adventure",Yes,LEGO The Lord of the Rings,1352764800,Sony Playstation 3,11/13/12,2,0 / 10,Everyone 10+,Traveller's Tales Ltd.
2012,null,null,No,Leisure Suit Larry Box Office Bust,1241481600,Sony Playstation 3,5/5/09,null,0 / 10,Mature,null
2013,null,null,No,Lemmings,1165449600,Sony Playstation 3,12/7/06,null,0 / 10,Everyone,null
2014,null,null,No,Lets Dance with Mel B,1308873600,Sony Playstation 3,6/24/11,null,10-Jun,null,null
2015,Square Enix,Role-Playing,No,Lightning Returns Final Fantasy XIII,1392076800,Sony Playstation 3,2/11/14,1,0 / 10,null,Square Enix
2016,Square Enix,Role-Playing,No,Lightning ReturnsFinal Fantasy XIII Collectors Edition,1392076800,Sony Playstation 3,2/11/14,1,0 / 10,Teen,Square Enix
2017,Playdead,"Adventure, Platform, Puzzle",No,LIMBO,1311033600,Sony Playstation 3,7/19/11,1,10-Aug,Teen,Playdead
2018,Sony,Puzzle,No,Linger in Shadows,1223510400,Sony Playstation 3,10/9/08,1,10-Jan,Everyone,Plastic
2019,Sony,Platform,No,Little Big Planet 3,1416268800,Sony Playstation 3,11/18/14,4,0 / 10,Everyone,Sumo Digital
2020,Sony Computer,"Platform, Puzzle",Yes,Little Big Planet Game Of The Year Greatest Hits,1252368000,Sony Playstation 3,9/8/09,4,10-Jul,Everyone,Media Molecule
